index,plate,review_reason_code,customer_meaning,reviewer_comments,status
3638,C7R 31O,2,CORVETTE C7R BUILD NUMBER 310,CA AREA CODE,N
8850,POKMAJE,1,meaningless car nickname,means bang me in Croatian (google translate),N
21102,G NBOYZ,2,NO MEANING ON REG 17,"STAND ALONE G (CONVERSION, NO COMPLAINTS)",Y
17632,2P1STNK,1,RACE TEAM,"2 IN THE PINK, 1 IN THE STINK, A VERY VULGAR SEXUAL PHRASE",N
7943,&BMBSHL,7,MOTHER OF MY DAUGHTER IS A BOMBSHELL,BOMB-?,N
13417,1SYKSS,3,"IT STANDS FOR SUPER NICE OR HOW COOL THE  CAR IS, SS IS FOR THE MODEL OF THE CAR.","SS COULD STAND FOR ASS, ONE SICK ASS",H
5357,FORE ASO,3,GOLFING,FOR ASSHOLE,N
5862,DRF4LFE,2,DIRT ROAD FANATIC FOR LIFE,DWARF FOR LIFE,Y
4852,SAMRA 13,2,MY LAST NAME,13,N
10583,TEKATO,2,TOMAR DE TEKATE,SLANG FOR DRUG USER PER URBAN DICTIONARY,N
22970,SOOOOO1,6,NICKNAME,CONFIGURATION?,N
13854,O FOX,,DADS NICK NAME,OH FUCK,N
1011,D4T A55,1,D4T IS DFORTY WHICH IS THE CHASSIS CODE FOR MY MODEL YEAR. A55 IS THE ENGINE CODE THAT CORRESPONDS TO THE 2.0T ENGINE FOR AUDI,DAT ASS,N
13547,NUT NUF,1,NOT ENOUGH,COULD HAVE SEXUAL CONNOTATION,N
676,FH TACO,1,FISH TACO,FISH+TACO,N
17303,FOREXXX,1,FOREIGN CURRENCY EXCHANGE (FOREX WAS TAKEN),"XXX, SEXUAL REFERENCE",N
23080,2NDN8TR,7,SECOND NATURE- MY BUSINESS NAME,TERMINATOR,N
17651,CNSIDU,1,I SEE INSIDE YOU.... XRAY/MRI TECHNOLOGIST PROFESSION,"C INSIDE YOU, THE C COULD STAND FOR COCK, SEXUAL REFERENCE",N
5963,PHCK IT,1,RESTAURANT NAME,FUCK IT,N
2721,4V FTW,3,THE LICENSE PLATE REPRESENTS THE TYPE OF MOTOR THE CAR HAS WHICH IS CALLED 4V AND ME BEING A FORD FANATIC I THOUGHT IT WOULD LOOK GREAT ON MY MUSTANG .,FTW,N
11527,FAGOMEZ,2,FAMILY NAME,LOOKS LIKE FAG CUSTOMERS LAST NAME IS GOMEZ,N
11817,BOOM619,2,LAST NAME AREA CODE,"619, AREA CODE GANG REFERENCE",N
16336,5150XO3,,I HAVE TRIPLETS,5150 CRAZY,N
6800,BLU RASP,7,BLUE RASPBERRY,BLUE,Y
2197,LOLA $13,,CAR NAME AND FAVORITE NUMBER,13 GANG REFRENCE,N
22639,SRG1988,2,MY INITIALS  SAUL RENE GARCIA YEAR I WAS BORN 1988,"THE 88 STANDS OUT TO ME, GANG REFERENCE",Y
18440,REDMAN1,2,NICKNAME,"RED, GANG REFERENCE",N
15336,CNCBOSS,2,COMPUTER PROGRAMING TERM,PULLED FOR BOSS,Y
15529,LITJT,7D,MY COMPANY NAME (LIT METHOD) AND OUR  INITIALS JUSTIN AND TAYLOR,LIT COULD MEAN HIGH ON DRUGS,N
12529,ARCE GT,3,LAST NAME AND CAR MODEL,ARCE MEANS ASS,Y
1715,MSTCHRD,1,MUSTACHE RIDE,SEXUAL CONNOTATIONS,N
9607,IL DO ME,1,NO QUICKWEB,DO ME COULD BE OK OR COULD BE SEXUAL,N
16272,E7GUNY,2,E7 IS THE RANK OF A GUNNERY SERGEANT IN THE MARINE CORPS,WEAPON REFERENCE,N
10611,PPS 14,7,COMPANY NAME AND STABLISH YEAR,14-HITLER,N
7125,QUEAN B,3,QUEEN B,CUSTOMERS NAME IS BRANDI,N
11968,CRIPPLD,4,OUR 6TH GRANDCHILD WILL BE THE 1ST GIRL & NAMED CLAUDIA. THAT PLATE IS TAKEN. HER DAD HAS GREAT AFFINITY FOR ALL THINGS LATIN. CLAUDIA IS OF LATIN ORIGIN AND DEFINED AS CRIPPLED.,"CRIPPLED, OFFENSIVE",N
15777,WHOA 5OH,5,5.0 GT,"whoa 5oh, could mean police or CHP but they do have a Ford CP",N
9906,1MNTACO,1,ONE FAST TOP BANANA,TACO SEXUAL REFERENCE,N
22326,SUUMB CH,3,"COUNTRY SONG , SOME BEACH, SOMEWHERE",SOME BITCH; SON OF A BITCH,N
12395,GSWAGG,,IT ALLUDES TO THE NAME OF THE CAR.  (G WAGON),"G, GANG REFERENCE",Y
14132,MRSMEI3,2,I AM MRS MANUEL EDGAR IRVIN THE THIRD,"I3, 13? GANG NUMBER",Y
1357,WHATUP G,2,STATEMENT OF ASKING HOW YOU ARE DOING,G-GANGSTER,N
4727,LAND 88,2,MODEL OF CAR,88 HITLER REFERENCE,N
2564,EKAM2O9,2,SONS NAME AND AREA CODE,209 AREA CODE,N
17540,JOYBRD1,7d,NAME OF BUSINESS JOYBIRD,BIRD CAN BE A DRUG REFERENCE TO COCAINE,Y
11219,ZZTUSH,,ZZ TOP TRIBUTE BAND WWW.ZZTUSH.COM,TUSH ASS,Y
5225,ELNINJA,2,ELNINJA IS A RESTAURANT BASED ON ASIAN AND HISPANIC FOOD FUSION,THE NINJA ALSO ANOTHER TERM FOR SAYING NIGGA,N
15289,SOUR42O,7D,NICK NAME,420 = MARIJUANA REFERENCE,N
2253,MRK 18,2,MY SONS NAME MARK AND 18TH IS HIS BIRTHDAY,18-HITLER,N
16502,IJNIP,2,IN JESUS NAME I PRAY.,"NIP, OFFENSIVE",N
3575,46 AF,3,I WAS A CH-46 AIR FRAME MECHANIC WHILE IN THE USMC. 46 IS THE TYPE OF HELICOPTER,AS FUCK. CUSTOMERS INITIALS,N
7156,3BIGRED,7,THERE ARE THREE OF US IN OUR HOUSEHOLD. OUR TRUCK IS BIG AND RED,RED-GANG,Y
7914,CHITO8 8,7,NICKNAME FROM HIS NAME NARSISO AND 88 FOR THE YEAR BORN,THE 8S ONLY HAVE HALF A SPACE BETWEEN?,N
10337,LDH 13,7,NO MICRO,13-GANG NUMBER,N
1824,SDC FTW,3,NO MICRO,FTW,N
18962,FAAAAAT,2,USED TO BE FAT,fat… some similar plates are out there,Y
6907,GTTNBLN,1,GETTING BLONDE,GETTING BLOWN,N
16827,CHAPI19,2,CAR NAME,CHAPI=SHORT FOR chapiadora=GOLDDIGGER OR HO…,Y
12323,TKT 69,2,NICK NAME,TAKE IT 69 SEXUAL REFERENCE,N
16049,69ELKAM,1,1969 EL CAMINO,PULLED FOR 69 (1969 ON ANI),N
1003,KIKES 64,2,ENRIQUES (KIKES) 1964,KIKE IS A RACIAL SLUR TOWARDS JEWISH PEOPLE. HIS NAME IS ENRIQUE KIKI IS SHORT. KIKIS64 IS TAKEN,N
15146,367O4V1,6,NO SPECIAL MEANING,LOOK ALIKE,N
18447,TM66CAT,1,TOMS 1966 CATALINA,"CAT, SEXUAL REFERENCE",Y
16786,VERO619,2,MY NAME AND AREA CODE,AREA CODE,N
15840,SLAAAYY,2,BEYONCE: SLAY ALL DAY,"SLAY, HOSTILE",N
2032,MYBLUBX,1,MY BLUE VAN,BOX SLANG FOR VAGINA. NOTHING UNDER A NIT IN HIS NAME.,N
2367,CDNY13,2,NO MICRO,13 GANG REFERENCE,N
4807,TONADS,2,MY NICKNAME,name is anthony (tony) looks like gonads (balls)+ his first name,Y
15589,SHOFTW,3,SUPER HIGH OUTPUT FOR THE WORLD,FTW CAN STAND FOR FUCK THE WORLD,N
16351,HAMRN IT,,HAMMERING IT I AM A DEMOLITION CONTRACTOR,HAMMERING IT COULD BE SEXUAL,N
1340,LGLYRED,2,AM A RED-HEADED ATTORNEY,LEGALLY RED,Y
14235,DMSDYD,1,DOOMSDAY DEFENSE OF THE DALLAS COWBOYS,"LOOKS LIKE IT COULD BE DOOMS DAY DICK, SEXUAL REFERENCE",Y
14420,JAZZCAT,2,LOVER OF JAZZ MUSIC AND PET CATS,PULLED FOR CAT,Y
18181,K8888J,,wife intiial lucky number wife initial,88 HITLER REFERENCE,N
14080,BECH JWL,2,BEACH JEWEL,BECH COULD = BITCH,N
12673,G ENRIQZ,2,NO MEANING YET ON QUICKWEB,"g=gangster, customer name is Guadalupe Enriquez",Y
8907,DBLUE,2,"DEEP BLUE, COLOR OF THE CAR",BLUE,Y
21558,PNGWN88,2,PENGUIN 88,88 = HATE NUMBER,N
20141,6H6LS6,4,just letters,666,Y
8997,GALLO 88,2,FAMILY NAME AND BIRTH YEAR,88 HITLER REFERENCE,N
8821,EFF1961,3,ELVIA FORD FALCON 1961,FUCK,N
3527,N5O4LA,2,HOME ORIGIN CITY STATE AND AREA CODE,CA AREA CODE,N
15143,1969MC1,1,CAR IS MADE 1969 MUSTANG MACH 1,"69, SEXUAL REFERENCE",Y
22317,RAGAPED,1,RICK GOD IN THE MIDDLE OF DEBBIE,RAPED IN THEIR,N
9774,FOOK YA,3,MY FATHERS NICKNAME,FUCK YA,N
894,DIRTY B,3,DIRTY BRONCO,LOOKS LIKE DIRTY BITCH,N
8695,KONARED,2,KONARED IS A BEVERAGE FROM HAWAII,RED,N
6384,SEXY GL,1,IM A SEXY GIRL,SEXY,Y
21018,OLD YELA,2,OLD YELLER IS A 1957 AMERICAN DRAMA FILM PRODUCED BY WALT DISNEY.,"YELLOW CAN REFER TO SOMEONES RACE OR COLOR, THERE ARE SOME SIMILAR PLATES OUT THERE THOUGH",Y
22901,IRINA D,1,WIFES NAME,STAND ALONE D,N
18958,C S I6,5,BMW 6 SERIES MODEL CSI,CSI=CRIME SCENE INVESTIGATOR (LAW ENFORCEMENT) NO BMW ON ANI,N
19907,CHAD213,2,NAME,AREA CODE,N
13874,SCKIT69,,JUST SOMETHING I WANT. SC FOR SOUTHERN CALIFORNIA. KIT BASED OF KNIGHT RIDER TV SHOW. 69 FOR FAVORITE YEAR OF CHEVY CAMARO.,SUCK IT 69,N
18454,XXTRDXX,3,TOYO RACING DEVELOPMENT,"TERD, OBSCENE",N
154,KISNKUZ,1,KISSING BECAUSE,KISSING COUSINS,N
16516,LVIA619,2,NAME,619 = AREA CODE,N
9470,SHEENER,2,NICKNAME,BINGE DRINKING AND DOING DRUGS,N
2176,NUGNBEP,,COUPLES NICKNAMES FOR EAH OTHER. SHORT FOR NUGGET AND BEAUTIFUL ELEGANT PRINCESS,LOOKS LIKE NUDGE AND BEEP,N
9498,BLS DRMR,1,BLUES DRUMMER,BLS-BALLS?,N
4359,8YIN88,2,NOT ON QUICKWEB YET,"88=hate symbol, no 1988 car",N
15877,TTOOTBP,2,STUDDER TOOT TOOT BEEP,TOOT = PASS GAS,N
3871,ITZ BLUE,2,"MY VEHICLE IS PASTEL BLUE AND OFTEN GETS MISTAKEN FOR WHITE. I HAVE TO ALWAYS SAY NOPE, ITS BLUE!",BLUE,Y
23442,6ET B3NT,3,GET BENT FISHING TEAM,"GET BENT=FUCK OFF, GETBENT IS MARKED UNACCEPTABLE",N
5605,DUCKY 14,2,NICKNAME AND YEAR OF MARRIAGE,14=hate symbol,N
8442,I$CHICH,2,this is a symbol of my love for my dog. His name is chicharito but we cal him chich for short.,"urban dictionary says chich=homosexual, sounds like derogatory but cant confirm it anywhere else",N
20280,KFHBLKD,2,FAMILY NICKNAME MINE 3 WIFES KLINGON FOR HIRE,KFH=KILLER FOR HIRE,N
12690,SUK 1T,1 or 3,MY VACUUM COMPANY NAME,suck,N
9970,HOGTIED,1,I OWN A HARLEY DAVIDSON M/C. TIED TO A HARLEY,A BONDAGE POSITION… CUSTOMER DOES OWN A HARLEY ALTHOUGH THIS ISNT A M/C PLATE,N
6611,CHAVZ13,7,MY LAST NAME AND FAVOITE NUMBER,13-GANG NUMBER,N
12410,ISHMONI,,TWO NAMES COMBINED,ISH CAN MEAN SHIT,N
10872,INK PIG,7,HAVE LOTS OF TATTOOS,PIG,N
17993,OG KALI,2,THIS IS MY DOGS NAME,OG=ORIGINAL GANGSTER,N
816,JCCD51O,7,J-APANESE C-USTOM C-LASSIC D-ATSUN. 510 IS THE MODEL OF THE CAR,CA AREA CODE,Y
22754,MAD GNZ,2,GYM ADDICT,"GUNS, WEAPON REFERENCE",N
6771,RVR HRE,1,MODEL AND WHEEL BRAND,RIVER WHORE,N
6796,PINA707,7,LAST NAME AND HORSEPOWER,707 CUSTOMERS DAVIS AREA CODE,N
22098,FU2 RACN,3,RACING TEAM,"FU CAN STAND FOR FUCK YOU, PROFANITY",N
17226,LAME AF,3,LAME (ALWAYS FUN) IS A FRIEND SAYING I HAVE,LAME AS FUCK,N
5138,WAX4DAD,2,MY COMPANY NAME WWW.WAX4DADS.COM,WAX FOR DAD,N
21017,OHJAY93,4,MY SONS NAME IS JASON. IM GOING TO BE GIVING HIM THIS BRONCO IN A FEW YEARS. ITS A 1993,"NO 1993 FORD ON ANI, 1993 BRONCO IS WHAT OJ SIMPSON WAS DRIVING AWAY IN… OKAY?",N
20186,MO WET1,1,MONIQUE #1,COULD HAVE SEXUAL CONNOTATION,N
310,REDS 43,2,1943 JEEP,"HAS A 1943 JEEP, PULLED FOR RED--GANG COLOR",Y
2764,N9R1C6L,2,CHILDRENS INITIALS,916 AREA CODE,N
13048,RACESHT,3,SHT IS THE NAME OF MY RACE TEAM,RACE SHIT?,N
18544,HE H8ME 3,,"MY VIDEO GAME USERNAME, AN IDEA I TOOK FROM A 1YR FOOTBALL PROGRAM THE WWF HAD WHERE U CREATE OWN NAME ON JERSEY.",HE HATE ME,N
17546,LJ18K26,2,LEONDRE JAZZ 18 KIRSCHELLE 26,"18, GANG REFERENCE",Y
22647,YAAS BCH,3,"YOU ALL ARE SO BEAUTIFUL, CHEAP HUGS","BCH STANDS FOR BITCH, PROFANITY",N
20179,GUNMTAL,2,GUN METAL GREY WHICH IS THE COLOR OF MY CAR,"GUN METAL, HOSTILE",N
13449,KRAZZ8,2,NICKNAME / FAVORITE NUMBER,"CRAZY, SOME MAY FIND OFFENSIVE OR HOSTILE",Y
842,88IROCZ,2,NO MICRO,88-HITLER,N
23281,SLAMD P,1,SLAMMED PRIUS (LOWERED PRIUS),COULD BE SEEN AS A SEXUAL REFERENCE,N
9298,BBW4G$D,1,BIG BEAUTIFUL WOMAN FOR GOD,BBW BIG BEAUTFUL WOMAN OR BODACIOUS BEDROOM WARRIOR,Y
3137,BIGNWHT,2,NO MICRO,BIG AND WHITE,N
20906,X PROST,,GERMAN FOR CHEERS,SILLY,N
18731,MSTR B,3,"MY 1965 VW BEETLES NAME IS MISTER B, AND SO I WOULD LIKE A PLATE REFLECTING THAT, IN THE BLACK & GOLD STYLE OF THE ERA IT WAS PRODUCED IN",STAND ALONE B,N
3907,WHOODLM,2,HOOLIGAN,HOODLUM,N
12654,WTFOVET,3,NO MICRO,WHAT THE FUCK OVER IT,N
8560,W1881,2,WORLD FREEDOM,88-HITLER,N
3065,ECOPOOP,2,MY TRUCK IS AN ECO BOOST ITS FUNNY.,POOP,N
4300,88KSA88,2,INITIALS AND LUCKY NUMBER 8S,88 HITLER REFERENCE,N
18099,ETYP 69,,"REPRESENTS THE CAR, A 1969 JAGUAR E TYPE",E TYPE 69 CAR,N
4268,14 KARMA,,ONE FOR KARMA,14 GANG REFERENCE,N
9496,BDASS39,3,BAD ASS 39,BAD ASS,N
4526,G35BTCH,3,MODEL OF VEHICLE,G35 BITCH,N
14544,PSYKO78,2,"FROM A SONG FROM MY FAVORITE BAND, THE  MISFITS.",PYSCHO COULD BE A HOSTILE TERM,N
2080,GUNNARZ,2,NICKNAME,gun. Customer name is Gunnar,N
22891,BOI TOY2,1,IM A GIRL AND THIS IS MY SECOND SPORTS CAR,OFFENSIVE,N
8378,GOOOOON,2,PLATES ARE GOING ON A 71 DATSUN WAGON. IN THE CAR SCENE THE DATSUN WAGONS ARE REFFERED TO AS GOONS,GOON ANOTHER WORD FOR THUG OR GANGSTER,N
538,DB BLOWN,1,THIS TRUCK HAS A RARE ENGINE THAT HAS TWIN BLOWERS OR SUPERCHARGERS. MEANS DOUBLE BLOWER.,blown can have sexual connotations,N
16696,1KLR67,2,ONE KILLER MUSTANG 67,"KILLER, HOSTILE",N
13613,TRAPSTR,,NICKNAME - IT MEANS MAKING MONEY,DRUG DEALER,N
18513,CODE MKY,,CODE MONKEY IS A NICKNAME FOR SOFTWARE DEVELOPERS - WHICH I AM.,LOOKS LIKE MONKEY,N
15981,GSDLIFE,3,REAL ESTATE COMPANY,GSD = GETTING SHIT DONE,N
12441,RDNKSHT,,ABRIVIATIONS FOR FAVORIT PLACES VISITED,LOOKS LIKE RED KNECK SHIT,N
1024,AKABLUE,2,MY LAST NAME IS BLUESTONE AND PEOPLE CALL ME BLUE.,BLUE-GANG COLOR. WHAT THEY SAY IS TRUE.,N
12236,DWARVES,2,AS A TRIBUTE TO MY AUNT WHO RECENTLY PASSED DIANNE WARVES,DWARF,N
3010,DAD#AF,2,IN MEMORY OF MY FATHER,AS FUCK,N
4022,UK 14,2,NO MICRO,14-HITLER,N
11406,GOVACHO,2,NICK NAME,"SPANISH INSULT (BRAT, SHIT)",Y
23428,RDTHANG,2,MY CAR IS RED AND I ALWAYS SAY THAT RED THANG SO I WANTED TO MAKE A LICENSE PLATE FOR THE NAME THAT I NAMED MY CAR,red=gang color,N
474,8MB 777,1,"THE FIRST LETTER OF MY WIFES NAME IS M, AND MINE IS B AND OUR LUCKY NUMBER IS 7.",I THINK HE IS TRYING TO DO A OLD AUTO PLATE 8 AS A B. HIS INTIALS ARE LG,N
11665,FUKUSST,3,COUSIN COULDNT SAY FOCUS CORRECTLY. CALLED MY FOCUS A FUKUS AND IT HAS STAYED WITH THE CAR.,FUCK YOU,N
9225,G COMM,2,OUR COMPANYS NAME IS GRIFFCOMM. G COMM FOR SHORT.,G AS IN GANGSTER,N
17669,VAIPTRL,7d,VAPOR TRAIL. CONTRAIL. THE VAPOR FROM THE  JET ENGINES AT ALTITUDE,"VAPE, DRUG REFERENCE",Y
8878,XZPEED,3,"BECAUSE IS AN AMG, IS A FAST CAR",PEED AS IN URINE,N
21124,FKH8ERS,,SOCIAL CAR CLUB THAT EXPRESSES THERE STYLE THOUGH THE CARS THEY DRIVE.,FUCK HATERS,N
2010,69SUBIE,1,YEAR AND MAKE. 1969 SUBURA KNOWNS AS SUBIES,69 SEXUAL. NO 69 CAR HE DOES HAVE A 70,N
21684,DOUBLE D,1,DANIEL DAVIS MY INITIALS,COULD HAVE SEXUAL CONNOTATION Cutomer is Jill Davis,N
15683,HVABALL,1,HAVE A BALL,BALL CAN BE SEXUAL,Y
22777,SMKAFTY,7D,TRUCK IS A 1955 CHEVY TUBBED REAR WITH 15 INCH REAR TIRES. SMOKE THE TIRES. PLUS I LIKE CIGARS,"SMOKE A FATTY, REFERENCE TO SMOKING A BIG JOINT OR BLUNT WITH MARIJUANA",N
23427,RDNK E36,2,RED NIKE 36,REDNECK E36 (A BMW) HE HAS A BMW,N
12213,CERDA13,2,FAMILY NAME,13 = GANG NUMBER,N
20583,F82TT,1,CARS CHASSIS CODE FOLLOWED BY TWIN TURBO ENGINE TECHNOLOGY,"TT SIMILAR TO TITTIE, SEXUAL REFERENCE (BMW ON RECORD)",Y
1637,RED MOUS,2,RED MOUSE,RED=GANG COLOR,Y
12890,PHATSSS,1,PHAT MEANS NICE LOOKING AND ITS ALSO MY  NICK NAME AND SSS MEANS SUPER SPORT SILVERADO THE TYPE OF VEHICLE IT IS,LOOKS LIKE FAT ASS,N
10778,RAVNRED,2,MY NICKNAME FOR 20 YEARS HAS BEEN RAVENINRED BECAUSE I USED TO WEAR REDO CORSETS AND HAVE BLACK HAIR AND GO TO GOTH CLUBS,RED,Y
11610,MFJCUDA,3,INITIALS OF OWNER AND SHORT FOR BARRACUDA,MFJ,N
3602,NASA FTW,3,NASA (NATIONAL AERONAUTICS AND SPACE ADMINISTRATION) FTW (FOR THE WIN)!,FTW FUCK THE WORLD,N
10689,FTW1970,,FOR THE WIN 1970 (MY 1970 DODGE CHALLENGER),FUCK THE WORLD,N
13742,RONSPEC,1,RONS RSPEC,RONS PEC COULD MEAN RONS PENIS,N
18811,OVRKLL1,2,TOO MUCH HORSEPOWER FOR LIFESTYLE. FOR DODGE CHALLENGER 392 HEMI.,"KILL, HOSTILE",N
15987,KCAP OG,2,I LOVE THE GB PACKERS AND I WOULD PREFER THE PLATE TO BE GO PACK AND NOT REVERSED. IF I COULD GET GO PACK I WOULD LOVE AND GREATLY APPRECIATE IT.,PULLED FOR OG,N
21716,TDZ TACO,1,"NAME-TUFFY DONATI, VEHICLE-TOYOTA TACOMA. TUFFY DONATIS TACOMA",PULLED FOR TACO,N
1414,ROXY 559,2,NY NICKNAME AND LOCATION,CA AREA CODE,N
8368,FLAT SEX,1,REFERS TO THE SPECIAL FLAT 6 NORMALLY ASPIRATED ENGINE WHICH IS IN THE CAR,SEX….,N
18856,O7131OS,6,SOBRIETY DATE,LOOK ALIKE,N
8912,HIDHO63,1,HID HO 63 YEAR BIRTH,HEIDI HO LOOKS LIKE HOE,N
18216,SMIB357,2,BROTHERLY LOVE,357 = GUN,N
21007,MUNKATZ,1,MOON CATS,CAT=PUSSY,Y
4212,BAF,3,NOT ON QUICKWEB YET,"busy as fuck, bored as fuck, etc. last name is Bafiera so short for his name",N
16245,THUG4U,2,THOSE HELPFUL UNION GUYS FOR YOU,"THUG, GANG REFERENCE",N
3321,1BA ECO,3,COOL ECOBOOST,BA=BAD ASS,N
21730,69MYFAV,1,1969 MY FAVORITE YEAR,COULD HAVE SEXUAL CONNOTATION,N
4584,YB H8FUL,2,NOT ON QUICKWEB YET,"WHY BE HATEFUL, includes the word hate but not really directed at anyone…",N
16540,PUNISHD,1,CORRECTIONS DEPUTY,HOSTILE,N
5998,M69 JAG,1,MY 1969 JAGUAR,NO 69 CAR,Y
18638,OO1 G,,NO MEANING,G AS IN GANGSTER,N
16206,F1OOU,3,MY TRUCK IS A FORD F 100 & MY NICKNAME IS U,"FU, STANDS FOR FUCK YOU",N
18862,BLCKCHN,2,BLOCKCHAIN,"BLOCK CHAIN, VULGAR",Y
4019,DMV 13,2,"I AM A U.S. ARMY, DESERT STORM/PERSIAN GULF WAR VET",13-GANG,N
23054,DATAMOB,7,A NEW BUSINESS NAME,MOB =HOSTILE,N
12453,SOOHONY,,MY NAME IN SHORT.,LOOKS SIMILAR TO SO HORNY,N
3994,FUK LUV,3,IM A DIVORCE MEDIATOR AND PEOPLE ARE OVER LOVE,FUCK,N
9618,GUN MD,7,GUN DOCTOR (GUNSMITH),GUN DOCTOR,N
5613,LILLTRD,3,TRUCK NAME,LIL TURD,N
19898,BIGTOP,1,MY NICKNAME. MY LAST NAME IS TOPOR.,"TOP CAN BE A SEXUAL REFERENCE, MEANING A MAN WHO LIKES TO GIVE INTERCOURSE RATHER THAN RECEIVE IT",Y
8250,OXA2F13,2,HEXADECIMAL CALL SIGN,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
2840,LB RED,2,LONG BEACH RED IS NAME OF CAR COLOR & WHERE I WAS BORN,RED,Y
15164,BVKXIII,2,13TH BARON VON KONIGSBERG,13 GANG REFERENCE,N
20824,FJ#88,2,LETTERS FROM ME AND MY HUSBANDS LAST NAMES,88 HITLER REFERENCE,N
16227,OFX2GVE,3,RANDOM LETTERS,ZERO FUCKS TO GIVE,M
5443,B18LAW,2,RESEMBLES FOREIGN LICENSE PLATE FORMAT,18 GANG REFERENCE,N
20339,DSAUR13,2,DINOSAUR 13,"13, GANG REFERENCE",N
12389,FUHHHKK,,FUTURE UNIVERSAL HEAVY WEIGHT KARATE KID,"FUCK, VULGAR TERM",N
4267,SAUCY AF,,"SAUCY STANDS FOR SHARP STYLISH. AF STANDS FOR AIRFORCES, WHICH ARE THE ONLY SHOES I WEAR. I OWN OVER 100 PAIRS",SAUCY AS FUCK,N
14494,DPEKIX,7D,NICE SHOES,DPE STANDS FOR DOPE WHICH CAN BE A DRUG REFERENCE,N
11620,ONCA CAT,1,LATIN NAME FOR JAGUAR CAT 6,CAT,N
2430,SNDNUDZ,1,SEND PICTURES :),SEND NUDES?,N
15957,BDASS62,3,B DASS 62,BAD ASS 62,N
4318,DAM HNDL,3,MY INITIALS D.A.M. WORD HANDLE ABBREVIATED,DAMN. DAM IS CUSTOMERS INITIALS,N
6287,65O BOYS,7,MY DIRT BIKE RACING TEAM NAME,CUSTOMERS SAN MATEO AREA CODE,N
15556,OHI24OZ,7D,LETTERS OHI IS FOR THE CITY OF OJAI. 240Z IS FOR CAR TYPE.,"HI, DRUG REFERENCE",N
8494,MOVB1CH,3,INTIALS OF LOVED ONES,MOVE BITCH,N
3820,DGAFEVO,3,NO MICRO,DON’T GIVE A FUCK EVO,N
6448,LOKNLWD,2,lock and load,gun reference,N
2758,MBJN9O9,2,no micro,9O9 AREA CODE,N
19420,GKNKPMP,2,NIGHTMARE BEFORE CHRISTMAS PUMPKIN KING BACKWARDS.,PMP COULD BE TAKEN AS PIMP,N
413,57 STUD,1,NO MICRO,STUD IS MARKED UNACCEPTABLE?,N
11569,PWR SLAV,2,FAVORITE SONG ADDICTED TO POWER,POWER SLAVE,N
14312,BAK UP G,2,IT MEANS STOP TAILGATING ME AND TO BACK UP FROM MY VEHICLE.,"G BY ITSELF, G = GANGSTER",N
18061,88M5,2,1988 BMW M5,"88, GANG REFERENCE",N
7928,RDSKINS,2,NFL TEAM,REDSKINS-RACIALLT OFFENSIVE,N
8950,9O9,2,REFERENCE TO AREA CODE 909 - HOMETOWN,909 AREA CODE,N
19363,FYREPIG,5,"OWNER OF FIREPIG TACTICAL, LLC A SPECIALTY SPORTING GOODS RETAILER",PULLED FOR PIG (FIREPIG IS UNACCEPTABLE),N
17183,CTOPM,1,STORM,APPEARS TO BE RUSSIAN BUT CANT FIND A TRANSLATION FOR THIS WORD.. TOP CAN HAVE SEXUAL CONNOTATIONS (IN ENGLISH),N
20077,SVGAF,3,SAM VANNESSA FRANK ALWAYS FOREVER,AF CAN STAND FOR AS FUCK,N
20102,CHEER 13,2,NOT ON QUICKWEB,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
1217,POUND IT,1,AN HOMAGE TO POUNDING THE PAVEMENT,POUND THE PUSSY?,N
115,HUNTMOM,7,I AM HUNTERS MOTHER,HUNT MOM. HUNTERS MOM?,N
1334,TNT&RDH,2,DYNOMITE REGISTERED DENTAL HYGIENIST,TNT AS IN BOMB,N
6222,$ DAMQ,3,no quickweb,pulled for dam (damn) but its probably her initials,N
18774,BBPROPS,1,BB PROPERTY SOLUTIONS,BB CAN STAND FOR BAREBACK,Y
6367,SCAT2NV,2,FOR A 2015 DODGE CHALLENGER SCAT PACK TO ENVY,SHIT TO ENVY SCAT MEANS FECES,N
7357,FOSL ETR,1,vehicle is powered by fossil fuels,EAT,Y
17937,L A BUMZ,2,LOS ANGELES DODGERS ARE BUMS. GO GIANTS!,an insult… but has been out spelled with an s since 1984,N
822,OSWLD13,7,OSWALD IS A DISNEY CHARACTER. 13 IS MY LUCKY NUMBER,13-GANG,N
8158,LIRA MFG,2,COMPANY NAME,MFG SLANG FOR MOTHER FUCKING GANGSTA OR GOOD,N
12258,POOFBOX,2,NICKNAME AS A MUSICIAN,BOX VAGINA REFERENCE,N
1957,DR PUFF,7,IM A REAL DOCTOR AND I WANNA BE CALLED DR PUFF.,NOT A DR. OTHER THAN SOUNDS DRUG RELATED URBAN DOESNT SAY DRUG,N
8550,18ALMA,2,NO MICRO,18-HITLER,N
13868,QUIET XF,,QUIET JAGUAR XF,QUIET AS FUCK,Y
7958,REDFLYR,7,RED FLIER LIKE THE WAGON RADIO FLIER,RED-GANG COLOR,Y
7863,DZYCAKE,1,play off of our family names dave nazy cailan blake,cake=ass,N
