index,plate,review_reason_code,customer_meaning,reviewer_comments,status
608,S A Z Z,1,NO MEANING,ass?,N
1722,22C MML,2,TWO TWO SEA MAMMAL,22c=glock (this is a coastal plate…),N
23332,FSH BCH,3,THE OWNER IS A FISHERMAN AND WILL ONLY FISH FROM THE BEACH AND CALLS IT HIS FISHING BEACH. ALSO APPROPRIATE THAT ITS ON THE TRUCK,FISH BITCH,N
16613,PUBIKER,2,stinking biker,PUBIC AND BIKER,N
4297,13 GILL,2,13 IS MY LUCKY NUM GILL IS MY LAST NAME,13 GANG REFERENCE,N
10890,IKWEENB,7,ONE QUEEN B. B IS FOR MY LAST NAME (BURROUGH),QUEEN BEE…. BITCH?,N
9408,NKD BRWR,1,A PERSONA CALLED THE NAKED BREWER. DEALS WITH THE INS AND OUTS OF BREWING BEVERAGES IN AN HONEST WAY,NKD LOOKS LIKE NAKED,N
449,PIA2O15,3,NO MICRO,PIA-PAIN IN ASS. NO 2015 CAR,N
16108,AR15MAN,,THE NAME OF STORE WHICH I OWN.,GUN,N
16725,JHCFX4U,2,J HANDY CONSTRUCTION FIX FOR YOU,"YOU, HOSTILE",N
7055,EAT MOB,7,MY WEBSITE NAME FOR FOOD REVIWES AND EATING WITH FRIENDS APPLICATION,MOB-MEMBERS OF BLOOD,N
10802,B MFB,3,BRETT MOUNTAIN FANATIC BERGSTRAND,MFB-MOTHER FUCKING BEAST,N
2297,E M 323,7,EDGAR/MIRNA 323,323 LOS ANGELES AREA CODE,N
16210,GMONEY3,2,NICK NAME,"G, GANG REFERENCE ESPECIALLY PAIRED WITH MONEY",N
12856,KATCLSM,3,CATACLISM,"CATACLYSM, VIOLENT EVENT, SOME MAY TAKE IT OFFENSIVE",Y
18530,ESE RIX,,THATS RICKS,ESSAY RICK GANG REFERENCE,Y
2957,H8,2,MY HERO IS HENRY THE 8TH,HATE,N
13403,UPNSMK4,7d,DRIVING FAST AND MY FAVOR NUMBER,"UP IN SMOKE, COULD BE A DRUG REFERENCE",N
15801,RUCKING,3,DRIVING RUCKUS,FUCKING? A google search does show that rucking is a real word. It means marching or walking while wearing a ruck sack or weighted pack on your back. a trendy workout.,N
19180,CR8VCAT,,CREATIVE PERSON LOVES CATS,CAT,Y
5790,DMIRISH,3,HUSBANDS NAME,DAMN IRISH,N
12978,BLUSHU,2,MY CAR IS BLUE AND LOOKS LIKE A SHOE.,"BLUE, GANG REFERENCE",Y
20019,2HUMMR2,1,REFERS TO THE MODEL OF THE CAR (HUMMER H2),HUMMER CAN BE A SEXUAL REFERENCE (No Hummer on record),N
5292,WT TRASH,2,FOR OUR OLDER WHITE TRUCK WHEN WE REGISTER,WHITE TRASH,N
6119,NPY CHK,4,NAPPY CHICK,NAPPY-OFFENSIVE,N
14064,NASIM,2,MY NAME,HIS NAME BUT CAN BE TAKEN AS NAZI,N
6228,7DKHIM,1,dk hawaii mitra,dick him,N
797,BDAZSRT,3,INITIALS,BADASS,N
8756,RISK 13,7,NAME OF CAR RISK AND YEAR 2013,13-GANG,N
20698,P72O71O,6,"FIRST INITIAL OF LAST NAME AND BIRTH YEARS OF ME, WIFE AND KIDS",LOOK A LIKE,N
574,KAKEGRL,1,CAKE GIRL,cake=ass,N
15433,ACOWTNT,2,ACCOUNTANT,PULLED FOR TNT,Y
4719,BLACK AS,3,THE MEAN IS THAT OF SATIRE.,LOOKS LIKE BLACK ASS,N
1115,WESSON 1,2,NO MICRO,SMITH AND WESSON IS A GUN,Y
22723,GUANO37,2,GUANO37,"GUANO MEANS BIRD POOP, SOME MAY FIND OBSCENE",N
7467,69 GOAT,1,1969 GTO (PONTIAC),69 SEXUAL REFERENCE …G.O.A.T. GREATEST OF ALL TIME,Y
1840,BDASAMG,3,B BE- THE (DAS IS GERMAN FOR THE) AMG IS THE TYPE OF CAR,BADASS,N
5065,CALSTA,?,CALIFORNIA STATE,"this is the abbreviation for the CALIFORNIA STATE TRANSPORTATION AGENCY, IS THAT OK?",Y
22879,TRIGGGR,2,TRIGGER. A GIRLSCOUTS CAMP NICKNAME.,TRIGGER,Y
21222,H82 7OUT,2,HATE TO 7 OUT IS A CRAP GAME SAYING,PULLED FOR HATE,Y
20811,SS TACO,1,MY INITIALS(SS)AND TACO (TOYOTA TACOMA,TACO,N
19973,REDSPRT,2,MY CARS MODEL NAME. INFINITI Q50 REDSPORT. THATS WHERE THE NAME COMES FROM.,"RED, GANG REFERENCE",Y
3169,HELL RAM,3,HELLCAT IS DODGE BUT I WILL BE CUSTOMIZING A RAM TO MATCHA HELLCAT,HELL,Y
22400,PUMPZ,2,NAME OF HIS COMPANY,PUMPS,Y
5290,PATSH8R,2,NFL PATRIOTS HATER,PATS HATER,N
1243,BEMYBAE,2,"IN REMEMBRANCE OF ME AND MY GIRLFRIENDS ANNIVERSARY. MEANING BE MY BAE, BEFORE ANYONE ELSE>:",BAE POOP IN DANISH,N
6891,1DSLDVA,1,1 DEISEL DIVA,1 DICK SUCKING LIPS DIVA,N
23062,IHATPPL,2,I DESIGN CUSTOM HATS,HAT= HATE,N
1603,GMEN49R,5,THE G STANDS FOR GONZALEZ AND THE 49R IS FOR THE SAN FRANCISCO FOOTBALL TEAM,"GMAN=A GOVERNMENT AGENT, CIA OR FBI",N
19704,JEFEJLS,2,JOSE LUIS SORIA DAD,JEFE MEANS BOSS BUT IT IS A WORD USED BY GANGS AND CARTELS MOSTLY,Y
8014,BALA,2,FIRST PART OF MY NAME,BALLER. LAST NAME IS BALAMURALIK,N
2408,17CUCA,1,NO MICRO,SPANISH FOR COCKROACH BUT URBAN ALSO SAYS VAGINA. CUCA IS MARKED UNACCEPTABE,N
2419,LAKR213,7,LOS ANGELES LAKERS OF 213 AREA CODE,213 LA AREA CODE,N
9336,62OOOOK,7,NO MICRO,OLD PLACARD NUMBER,N
18708,BLE88ED,2,BLESSED WITH 88 LUCKY NUMBER,88 = GANG NUMBER,N
15741,D A N M,3,MY FULL NAME AND LAST NAME INITIAL,"LOOKS LIKE DAMN. CUSTOMER IS DAVID A NIETO, THERE IS NO NAME TO MATCH THE LETTER M",Y
13801,BRAKNEX,,CASHIN CHECKS,BRAKEN NECKS,N
12639,4JNAK13,2,"FOR J NAK, MY FIRST INITIAL AND PART OF MY LAST NAME, AND MY HOCKEY JERSEY NUMBER.",13 = GANG NUMBER,N
6375,55SMOKR,2,55 CHEVY SMOKERS CAR CLUB,SMOKER,Y
12471,5OHSLOW,,5.0 (SIZE OF THE ENGINE) IS SLOW.,"5O, POLICE REFERENCE",N
7760,OG BBG,7,ORIGINAL BABY GIRL,OG,N
22260,ZIGGYAF,7D,ZIGGY AIR FORCE. IT IS OUR TEAM NAME FOR RADIO CONTROLLED AIR CRAFT STUNT SHOWS.,ZIGGY AS FUCK,N
14048,SMOKYOU,2,RACE TERMINOLOGY TO BEAT SOMEONE RACING,SMOKE=KILL,N
10082,REN 14,2,NAME,NO 2014,N
123,GABECAT,1,GABRIEL CATHY,"NO VEHICLE SHOWN IN ANI FOR HELLCAT, OR JAG ETC",N
13357,LKITRUF,1,I LIKE THE HARD TRAILS ITS A JEEP THING,"LIKE IT ROUGH, COULD BE SEXUAL",N
6578,T13 4WD,2,"T = TOYOTA, 13 = 2013, 4WD = 4 WHEEL DRIVE",13 GANG REFERENCE,Y
975,TT TOROK,1,GAMING NICKNAME,TT-IS PENIS IN TAGALOG,N
3025,CSI NAPA,5,LOCAL INTEREST,CSI CRIME SCENE INVESTIGATION,N
14399,2BIGTTS,1,NEW WHEELS I INSTALL MAKE IT LOOK BIG AND WIDE,2 BIG TITS?,N
15330,BREEZUR,3,MY SISTERS NAME IS BRIANNA AND BREEZUR IS HER NICKNAME,BREEZY/BEEZY = BITCH,N
3453,PSYETR1,1,THESE ARE THE LETTERS OF ALL OF MY PETS,PUSSY EATER 1,N
21482,IGVGDHR,1,I GIVE GOOD HAIR,I GIVE GOOD HAIR TO ME IS SIMILAR TO GIVE GOOD HEAD,N
4334,L8J 6V9,1,NOT ON QUICKWEB YET,L ATE J… 69? NO 69 ON ANI,N
4944,84D 6UY,6,PEACE AND LOVE,BAD GUY(ADDED JUST IN CASE),N
18442,RIOTII,2,"MY MOTORCYCLE PLATE IS RIOTDER, SO THIS WOULD BE IN REFERENCE TO THAT, MAKING MY TRUCK AND MOTORCYCLE MATCH.","RIOT, CAN BE CONSIDERED HOSTILE",N
17361,671X76O,2,MOMS BIRTH MONTH AND YEAR X DADS BIRTH  MONTH AND YEAR,AREA CODE,N
23106,BUL  SHAT,3,I RAISE BULLS UP IN SHASTA AT OUR RANCH,BULL SHIT,N
20082,LUVLAFN,3,LOVE LAUGHING,FN CAN STAND FOR FUCKING,Y
3902,IH8PRI S,2,I HATE PRIUS ( IH8PRI-S). :-),I HATE PRIUS,N
21100,8O5MGMT,2,805 PROPERTY MANAGEMENT,805 = AREA CODE,N
5377,FQN TRKN,3,"FREQUENT RUNNING,RUNNING,KICK BOXING NUT",FUCKIN TRUCKIN,N
22075,ANGERY,2,INTERNET MISSPELLING MEME SPAWNED FROM FACEBOOKS ANGRY REACTION. ANGERY IS USED FACETIOUSLY IN PLACE OF ANGRY TO SPARK COMIC RELIEF,SOME MAY FIND HOSTILE,N
5420,VRIES13,2,KIDS INITALS,13 GANG REFERENCE,N
21217,FWIJM88,2,KIDS INITIALS AND BIRTH YEAR,88 = HATE NUMBER,N
5523,HAUT BOX,"D, 1",NO AIR CONDITIONING,"HOT BOX CAN HAVE A DRUG CONNOTATION OR A SEXUAL CONNOTATION. HE DOES HAVE A PORSCHE, MAYBE A BOXTER?",N
7620,GFY LLC,3,GORMAN FAMILY YOUTH LIMITED LIABILITY CORPORATION,GFY=GO FUCK YOURSELF,N
17670,X2C2ME,7d,I LOVE MY NEW CAR,"E2C SOUNDS LIKE ECSTACY, DRUG REFERENCE",N
15652,GAMS13,2,GRANDMA LOVES 13 (GRANDKIDS),"13, GANG REFERENCE",N
17389,AAKGHV,2,MY INITIALS AND COUNTRY OF BIRTH,"AK, GUN REFERENCE",Y
11754,BLP,1,BRIAN LEONARD PERRY,BLP CAN BE AN ACRONYM FOR BARELY LEGAL PUSSY,Y
5231,GBZY619,2,NAME AND BIRTHDAY.,619 AREA CODE,N
3538,SHTR FL,3,SHOUTER FOR LIFE,SHITTER FULL,N
8757,STLRS69,1,IM A PITTSBURG STEELERS FAN AND I WAS BORN IN 1969,NO 69 VEHICLE VERIFIED,N
2007,42O S,7,SALEEN RACE CRAFT 420 S MUSTANG GT,420 SLANG FOR MARIJUANA,N
13374,OTIS69,1,MY MIDDLE NAME IS OTIS  THIS IS GOING ON MY 69 CAMARO,"69, SEXUAL REFERENCE",N
23435,V1FD357,2,VOGUE 1 FASHION DESIGNER 357,357 (GUN),N
17042,O14BELA,2,DAUGHTER NAME AND BIRTH NUMBER,14 GANG REFEREMCE,N
16603,G WATER,2,my  company name,G AS IN GANGSTER,N
22030,SVGXE46,2,NICE BMW,"SAVAGE, SOME MAY FIND HOSTILE (Has 89 BMW)",N
3226,42OFSST,D,FOR TWENTY FALLEN SOLDIERS STANDING TALL,420,N
22367,ARSENL 1,2,SOCCER TEAM,ARSENAL,N
14719,PMANN31,1,IT IS A TERM USED IN GYMS,pee,N
8728,42OHRSZ,7,420 HORSES,420-WEED,N
3793,IPFKNA,3,"A LONG-TIME FAMILY MOTTO: IN PEACE, FOLLOW KNOWLEDGE, NOT ANSWERS",FUCKIN A,N
823,PCR 13,7,PC IS MY NICKNAME,13-GANG,N
8302,SIRI SUX,2,APPLE SIRI VOICE RECOGNITION DOESNT WORK WELL,SUCK,N
5564,ROS13,2,ROSIE THE COLOR RED,13=gang number no 2013 car,N
20973,DMN RSSN,2,DAMN RUSSIAN,damn russian,N
6940,$BLKBLU,2,COLOR CAR IS,BLUE,N
146,$R TOES,1,LOVE HER TOES,LOVE HER TOES,Y
18213,SHTRFUL,7D,PLATE IS FOR MY RV THAT I PLAN ON PURCHASING. IT IS A QUOTE FROM THE MOVIE CHRISTMAS VACATION. IT MEANS THAT THE HOLDING TANK FOR BLACK WATER IS FULL.,PULLED FOR HATER?,N
16519,MDRBOAT,2,WE HAD ARE BOAT CUSTOM BUILT AND THIS IS GOING ON THE VEHICLE THAT WE USE TO TOW IT WITH . STANDS FOR MADE OUR BOAT,MURDER BOAT?,N
17252,3N14GVS,2,GOD (TRINITY) FORGIVES,14 = GANG NUMBER,Y
4879,13AMRIT,2,MY NAME IS AMERIT AND MY LUCKY NUMBER IS 13,13-GANG,N
18056,1SLAVEI,2,THE SHIP FLOWN BY BOBA FETT IN THE STAR  WARS MOVIES.,"SLAVE, HOSTILE AND OFFENSIVE",N
21292,BAM5OH,5,"MY INITIALS, BRYAN ALEXANDER MARTINEZ AND THE ENGINE SIZE OF MY MUSTANG 5.0","5O, LAW ENFORCEMENT REFERENCE",N
22631,ROAD WPN,2,TRACK INSPIRED VEHICLE,"ROAD WEAPON, SOUNDS HOSTILE",N
18373,5555O,6,YEAR AND MAKE OF CAR,ALL DIGITS,Y
99,CRPLHLR,2,NO MICRO,CRIPPLE HEALER?,N
22215,CUT4MEN,2,HAIRCUT FOR MEN,CUT,N
6537,H8TRUK,7,DEPLOYMENT MEMORIAL,HATE,N
21593,HIHIGH,7D,HI HIGH,PULLED FOR HIGH (LAST NAME IS HIGH),N
1644,STAYLIT,D,"STAY LOYAL, STAY INTREEDING, & STAY TRUE",lit=high or drunk,N
3337,MVNKEYS,d,I OWN A PIANO AND ORGAN MOVING COMPANY. P&O MOVERS SINCE 1979 IN THE LONGBEACH AREA. I HAVE WORKED HARD FOR THIS CAR AND ITS WHAT WOULD BE RIGHT. THANK YOU ROY.,LOOKS LIKE MOVING KEYS,Y
23445,8PO1ET8,2,AREA CODE & HOBBY,"818 AND POET, 818 IS HIS AREA CODE IN VAN NUYS",N
835,13 RSVP,7,BIRTHDATE AND DAUGHTERS INITIALS,13-GANG,N
9556,G DEAD,7,GRATEFUL DEAD BAND,G-GANGSTA?,N
22585,HB LUV,3,NO MICRO,HB = HOT BITCH,N
23094,L$VSEXC,1,NOT ON QUICK WEB YET,LOVE SEX OR SEXY,N
13387,SCC1969,1,FIRST MIDDLE AND LAST NAME INITIALS AND THE YEAR OF MY CAR,"69, SEXUAL REFERENCE",N
13064,88JNR,2,FAVORITE NUMBERS AND INITIALS,88 = HATE NUMBER,N
4848,$JAH 88,2,"LOVE JOSIE, AARON AND HARRISON 88",88,N
150,PLBY73,1,PLAYBOY EMPLOYEE HIRED IN 1973,PLAYBOY… PLAYBOY IS A SEX MAGAZINE HOWEVER THE PLAYBOY HAS A RETENTION RECORD,N
13171,OGMNSTR,2,ORANGE MONSTER (CAR IS ORANGE),OG ORIGINAL GANGSTER,N
326,ZZZ1969,1,YEAR OF CAR,no 69 car on ani,N
11436,ROCK ICE,D,ROCK CLIMBING AND ICE CLIMBING,REFERENCE TO DRUG,N
5949,ROB DMAN,7,NO MICRO,"ROB THE MAN, ROB IS THE MAN. CUSTOMERS NAME IS ROBERT",N
7141,1SHT1K,3,1ST HAT KILO COMPANY,SHIT,N
13735,MZMAGS,2,MS. MAGS SHORT FOR MS. MAGGIE,MAGS COULD MEAN A MAGAZINE FOR A GUN,N
105,HAWT DAM,3,NO MICRO,HOT DAMN,N
21887,PABSTBS,3,NAME OF MY BOOKKEEPING SERVICE,"BS=BULLSHIT, PABST IS LAST NAME",N
16582,PARI$13,2,NAME,13 = GANG NUMBER,N
4703,YEKNOD,2,DONKEY SPELLED BACKWARDS,DONKEY,N
8066,FOKYEAH,2,FOR OUR KIDS YEAH!,FUCK YEAH,N
17680,AWSUMGS,2,AWESOME GS (BMW MODEL),"G, GANG REFERENCE",Y
573,JEDI SCM,3,STAR WARS REFERENCE,"JEDI SCUM, SCUM=SEMEN.. (SCUMBAG=-CONDOM)",N
3664,657YODA,2,DATE OF BIRTH AND YODA JEDI,CA AREA CODE,N
757,69 DIAZ,1,YEAR BORN AND LAST NAME,NO 69 CAR ON RECORD,N
9296,7O7FAST,2,707 HORSE POWER FAST,707 AREA CODE,Y
2718,13LUCKE,2,13 IS LUCKY,13-GANG,N
16928,MOJAVE G,2,MOJAVE DESERT GIRL,STAND ALONE G,N
16910,CUZ GOD,2,RELIGION,CUZ COULD BE GANG REFERENCE,Y
20803,OHWTFOH,3,O HOME WHERE TO FIND OUR HOME,OH WHAT THE FUCK OH,N
4231,G3E1E0,,GEE310 SCRAMBLED. GEE IS MY NICKNAME AREA CODE 3100,310 AREA CODE,N
19620,ICURBAK,2,I AM A CHIROPRACTOR AND I SEE YOUR BACK,I SEE YOU ARE BACK I SEE YOURE BACK AS IN BOTTOM,Y
4770,BOSTN 14,2,CITY OF BOSTON AND HOCKEY NUMBER,"14=HATE SYMBOL, HAS A 2014 TRUCK",N
5957,JSKRR69,1,MY INITIALS. ABBREVIATION OF THE CAR AND THE YEAR I WAS BORN.,NO 69 VEHICLE,N
1795,DA MICH,,no micro,MITCH IS A MAN BITCH,N
11476,NOMA7O7,2,"HOMETOWN: SONOMA, AREA CODE: 707",AREA CODE,N
3450,NICAPLZ,4,NICARAGUA PLEASE,NICA/NIGGA PLEASE,N
21128,KILLRRR,,ITS A DESCRIPTIVE PHRASE WHEN YOU REALLY LIKE SOMETHING AND NICKNAME AT THE RACE TRACK,KILLER,N
4547,B42OM5W,D,BIRTHDAY AND CAR MAKE AND MODEL,"pulled for 420, drug connotation. Appears to be his birthday.",N
16952,1LUKYMF,3,ONE LUCKY MUTUAL FUND,ONE LUCKY MOTHERFUCKER,N
11799,WWABK,3,IN MY 1ST MG MY KIDS SAID WE WILL ALL BE  KILLED WWABK,WE WILL ALL BE KILLED,N
22658,THCD114,2,MY RELATIONSHIP ANNIVERSARY,"14 STANDS OUT TO ME, GANG REFERENCE",Y
340,HLHA&18,2,"HLHA STAND FOR HUNG, LAN.ADEN AND HELEN , WE ARE FAMILY . 18 IS MY BIRTHDAY 01/08",18=HATE SYMBOL,N
8109,I$THOTZ,1,I LOVE THE ORANGE TANG ZEN,I LOVE THOTS….THOTS THAT HOE OVER THERE,N
8945,UDUBW72,,UNIVERSITY OF WASHINGTON 72,U COULD BE A SUBSTITUTE FOR A V.. LOOKS LIKE V DOUBLE U LIKE AS IN VOLKSWAGON,Y
4945,911 4KGB,2,CAR MODEL AND MY INITIALS,KGB GOVERNMENT ORGANIZATION,Y
9138,DMCALI,3,NOT ON QUICKWEB,DAMN CALI,Y
672,CHOCHI 7,1,NICK NAME,Glosbe translator online said chochi=pussy in Spanish,N
2277,FAK AUDI,3,FAKE AUDI.,FUCK AUDI,N
143,8 USC 8,2,UNIVERSITY OF SOUTHERN CALIFORNIA,88 HITLER REFERENCE,N
17194,A1234,6,NOTHING,LOOK ALIKE,N
19830,C1O SIX9,1,MODEL YEAR,PULLED FOR 69 (NO 1969 ON ANI),N
15788,MS$TOAS,1,MS TEACHER OUR AWESOME SUB,URBAN DICTIONARY SAYS TOAS=TITS ON A STICK,N
2679,WOLF OG,7,I LOVE WOLVES AND MY GIRLFRIEDNS INTIALS ARE OG,OG-ORIGINAL GANGSTA,N
17197,BLIND W,2,HUSBANDS STAGE NAME BLIND WILLIE,OFFENSIVE?,Y
22439,4 DA PLUG,2,I AM FOR PLUGGING UP MY ELECTRIC CAR.,HUSTLING REFERENCE,N
16960,NLB DRB,2,INITIALS,"NLB CAN HAVE SEVERAL VULGAR MEANINGS ACCORDING URBAN DICTIONARY, NEEDY LITTLE BITCH, NEXT LEVEL BULLSHIT, NIGGER LOVING BITCH",N
3221,SMURF OG,2,NO MICRO,OG,N
5150,4 GNG FST,2,FOR GOING FAST,GNG LOOKS LIKE GANG,N
2907,MKB13,2,OUR WEDDING YEAR AND INITIALS FOR MY WIFE AND I,"NO 2013 vehicle on ani, 13=gang number",N
8665,KCMAC14,2,ITS THE INITIALS OF KODY MCCARTY AND HIS FAVORITE NUMBER 14,14 GANG TRANSLATION,N
5114,NIPS17,1,NIPS IS MY NICK NAME MY HUSBAND GAVE ME AND THE 17 IS THE YEAR OF MY CAR.,NIPS SHORT FOR NIPPLES,N
4911,MISHE88,2,NAME AND LUCKY NUMBER,88 HITLER REFERENCE,N
18247,1BEAN8O,2,NICKNAME AND BIRTH YEAR,18 = GANG NUMBER,Y
20843,ZS FOOL,2,FIRST EMAIL NAME IN 9TH GRADE,FOOL,N
23318,BO51304,6,BIRTHDAYS,LOOK  A LIKE,N
13614,TRICK,,"PART OF MY NAME, PATRICK",DEROGATORY TERM,N
15910,POTZOL,7D,RESTAURANT NAME,POT,N
18892,K1TENNN,1,I LOVE CATS,KITTEN,Y
3800,CAKABOB,,CA KABOB,"CAKA BOB, PULLED FOR CACA=SHIT, NO SPACES IN CONFIGURATION. ADDRESS ON 272 ACCORDING TO GOOGLE IS FOR CALIFORNIA KABOB. OK?",N
11757,BLUEE66,2,MY DAUGHTER CALLS MY 1966 CHEVELLE BLUEE  SINCE SHE WAS 3. SO THAT IS THE NAME OF THE CAR.,"BLUE, GANG REFERENCE",Y
19860,O1729,6,"A REFERENCE TO THE HARDY-RAMANUJAN NUMBER, THE SMALLEST NON-TRIVIAL TAXICAB NUMBER.",LOOK ALIKE,N
14148,AWHAP14,2,COMPANY NAME AND FAVORITE NUMBER,"14, GANG REFERENCE",N
21282,PF C4,2,CAR GENERATION,C4 = EXPLOSIVE,N
14486,BOODI,1,HUSBAND AND WIFES NAMES COMBINED.,SOUNDS LIKE BOOTY,N
23387,BLU BRU,2,BLUE SUBARU,BLUE,Y
11860,TT BMW,1,PLATE IS GOING ON A 2015 BMW M4. THE TT STANDS FOR TWIN TURBO AND IS A  POPULAR ACRONYM IN THE AUTOMOTIVE WORLD.,TT COULD HAVE SEXUAL CONNOTATION,Y
21033,STPDKZU,2,NAME OF MY MUSIC PRODUCING STUDIO AND ITS MUSIC PUBLISHING COMPANY,STUPID KAZOO IS A SONG BY THE CUSTOMER… GOOGLE SHOWS A VIDEO ON YOUTUBE BUT NO LYRICSS AVAILABLE. PULLED FOR STUPID,N
12864,LS5BTCH,3,LS5 CHEVELLE,BTCH COULD STAND FOR BITCH,N
856,BYE HTRZ,2,BYE HEARTS ITS A FAMILY SAYING,BYE HATERS,N
9385,GO BLAU,2,TRIBUTE TO THE UNIVERSITY OF MICHIGAN,GO BLUE,Y
1167,THE TRAP,2,LIKE SETTING A RAT TRAP,A PLACE THAT IS USED FOR WHAT SOME MAY CALL ILLEGAL ACTIVITY OT A PLACE TO MAKE MUSIC. TRAP HOUSE.. TRAPPIN,N
9337,GEEMUNY,7,NO MICRO,G-GANGSTA. GMONEY EXP 2013,N
12600,BJ6O,1,IT IS THE MODEL NUMBER OF THIS YEAR TOYOTA LAND CRUISER.,BJ = BLOWJOB,N
6393,KAT KARE,2,CAT CARE PET SITTING,KAT,N
9526,OFCKGVN,3,OF CHECK GIVEN IN REFERENCES TO THE LACK OF CHECK ENGINE LIGHTS/CODES DUE TO NO COMPUTER DIAGNOSTICS IN 1966 VW BEETLES,ZERO FUCKS GIVEN,N
19374,LOTUSH,1,LOW TUSH,PULLED FOR TUSH,N
3390,MAIEY 18,2,NAME,18 HITLER REFERENCE,N
15655,POOHER,3,POOH LOVER,"POO, OBSCENE",N
4217,5ODPW,5,NOT ON QUICKWEB YET,"50=police, cant do ani. Auto club only gave customer first name",N
4644,AMGAF,3,AMG AFFALTERBACH THE HOME OF MERCEDES AMG MANUFACTURING,AMG AS FUCK,N
11615,NORTENO,2,WERE MY PARENTS ARE FROM,GANG REFERENCE,N
12848,INODUMB,3,I NO DUMB,"DUMB, PEOPLE MAY FIND IT OFFENSIVE",Y
12188,MV FCKR,3,MOVE FUCKER,FCKR = FUCKER,N
23372,Z34N415,2,Z34 IS THE MODEL DESIGNATION FOR THIS GENERATION 370Z. THIS VEHICLE HAS A NISMO SERIAL NUMBER 415.,415 AERA CODE,N
8661,HLGNCAT,2,CHILDHOOD NICKNAME - HOOLIGANCAT,LOOKS LIKE HULIGAN CAT,N
12538,DA BAMF,3,INITIALS OF IMMEDIATE FAMILY MEMBERS,DA BAD AS MOTHER FUCKER,N
1602,G EDTN,2,GANGSTA EDITION,G=GANGSTER,N
13518,LO SMOKE,7D,LOW EMISSION (ITS FOR A HYBRID),LOW SMOKE COULD BE MARIJUANA REFERENCE,Y
9758,19PRR69,1,1969 PLYMOUTH ROADRUNNER,NO 69 CAR REGISTERD,N
3835,R88DAZZ,2,RAIDERS,88-HITLER,N
19702,ITSNICA,2,NAME,NICA IS ANOHTER WORD FOR NIGGA (CUSTOMERS NAME IS MONIQUE),N
10631,AMATERU,1,NO MICRO,NOT SURE WHAT IT MEANS BUT IT BROUGHT UP A LOT OF PORN SITES ON GOOGLE. PORN SHOWN UNDER THE VIDEO CATEGORY BUT NOTHING BAD UNDER THE IMAGES CATEGORY,N
15291,TAN CLAN,2,REPRESENTS FAMILYS LAST NAME,PULLED FOR CLAN,Y
7632,SPCIAL K,3,SPECIAL K. SPECIAL KELLY,"SPECIAL K IS SLANG NAME FOR KETAMINE, A DRUG LIKE PCP. BUT CUSTOMER NAME IS KELLY",N
23089,H  HANZO,2,NOT ON QUICK WEB YET,FICTIONAL ASSASIN,N
5197,69 HD FL,1,NO MICRO,"69 HANDFUL, HEAD FULL? CUSTOMER HAS A 2000 HD AND ONE RECORD I CANT SEE",N
22924,BADXBOY,1,BAD BOY,BAD BOY,Y
16798,8A88,2,OCHOA 1988,"88, GANG REFERENCE",N
11981,FOGGOFF,3,MY LAST NAME IS FOGG,SOUNDS LIKE FUCK OFF,N
2302,LIL KLR,7,"LITTLE KILLER, KILLER IS THE NAME OF MY PRIUS. SNUCK UP ON A PIGEON ONCE AND LEFT ONLY A LUME OF FEATHER BEHIND. POOR PIGEON.",KILLER,N
21074,GREENAF,3,MY NICKNAME IN COLLEGE GREE-NAF,AS FUCK,N
23120,DASS 64,1,NICK NAME IS DASS FROM INDIA,"ASS, SEXUAL, name is anil kumar",N
8846,OMAIGAT,3 OR 2,oh my God,"OMAIGOD is unacceptable, also a gat is a gun",N
9596,U WANTIT,1,NO QUICKWEB,YOU WANT IT,N
8843,NAHLIFE,3,never alone and hopeless is what it stands for,urban dic nah Russian slang fuck no Also a Turkish gesture (wikipedia) means like the hell it is,N
3640,DIK2BIG,1,"DIK STANDS FOR DATA, INFORMATION AND KNOWLEDGE. 2BIG BECAUSE IN THE STEPS OF THOSE THREE WORDS ANYONE CAN OVERCOME ANYTHING",DICK TOO BIG,N
21055,8A 4D GT,2,ATE A FORD GT,ATE,N
17910,DTH TPR,2,STAR WARS - ROGUE ONE IMPERIAL ARMY CHARACTER,DEATH? DON’T KNOW WHAT CHARACTER THIS IS,Y
14372,SRPG824,5,"SURFERPIG824, MY SON IS A SURFER AND RETIRED POLICE OFFICER.","SURF PIG, LAW ENFORCEMENT REFERENCE",N
5027,GMEN 7O,5,THE GUARDSMEN 70TH PRESIDENTIAL PLATES,G-MAN=CIA OR FBI,Y
14415,BLEUDOG,2,THE NAME OF ONE OF OUR DOGS,BLUE = GANG COLOR,Y
21318,DUB3,7D,COMPANY NAME,DUB CAN BE ANOTHER WORD FOR MARIJUANA,N
20125,OG SITH,2,OLD SCHOOL SITH. MY FAMILYS AVID STAR WARS FANS. OUR NEW SUV IS BLACK. PLEASE AND THANK YOU.,OG=ORIGINAL GANGSTER,N
4667,G5S HUMR,1,FIVES HUMMER MY WORK NICKNAME G5 AND MY CAR IS A HUMMER,HUMMER,N
1748,CAT 75,,I ENJOY CATS AND PARIS. PARIS IS LOCATED IN DEPARTMENT 75. IN FRANCE DEPARTMENTS ARE EQUIVALENT TO OUR COUNTIES.,CAT,N
22452,DRAGN BX,1,MY COMPANY SUCESS,DRAGON BOX COUD BE A SEXUAL REFERENCE,N
